ACORDO_TIPO,PROTOCOLO_DATA,PROCESSO_ANATEL,DETENTORA,DETENTORA_CNPJ,SOLICITANTE,SOLICITANTE_CNPJ,INFORME_SEI,INFORME_DATA,CONCLUSAO_DATA,OBSERVACAO,NUM_SEQUENCIA,FINAL
CONTRATO,2017-01-17,53500.001545/2017-15,COPEL DISTRIBUIÇÃO S.A.,,EGTECH TELECOM LTDA - ME,,1209882,2017-03-09,2017-03-09,Processo ANEEL: 48513.001444/2017-00.,1,True
CONTRATO,2017-01-17,53500.001546/2017-60,COPEL DISTRIBUIÇÃO S.A.,,ZAAPNET TELECOMUNICAÇÕES EIRELI - ME,,1209768,2017-03-09,2017-03-09,Processo ANEEL: 48513.001449/2017-00.,1,True
CONTRATO,2017-01-17,53500.001547/2017-12,ENERGISA MINAS GERAIS - DISTRIBUIDORA DE ENERGISA S.A.,19.527.639/0001-58,REYVI INTERNET LTDA - ME,,1156670,2017-03-07,2017-03-07,Processo ANEEL: 48513.000095/2017-00.,1,True
CONTRATO,2017-01-17,53500.001548/2017-59,RIO GRANDE ENERGIA S.A - RGE,,PROVEDOR RJ NET RS LTDA - EPP,,1184095,2017-03-09,2017-03-09,Processo ANEEL: 48513.000201/2017-00.,1,False
CONTRATO,2017-01-17,53500.001548/2017-59,RIO GRANDE ENERGIA S.A - RGE,,SEIDEL E CIA LTDA - ME,,1184095,2017-03-09,2017-03-09,Processo ANEEL: 48513.000201/2017-00.,2,False
CONTRATO,2017-01-17,53500.001548/2017-59,RIO GRANDE ENERGIA S.A - RGE,,VIABOI TELECOM LTDA - EPP,,1184095,2017-03-09,2017-03-09,Processo ANEEL: 48513.000201/2017-00.,3,True
CONTRATO,2021-01-11,53500.001613/2021-22,CELG DISTRIBUIÇÃO S.A - CELG D,,CONNECTION MULTIMÍDIA TELECOMUNICAÇÕES,,6676034,2021-03-29,2021-04-12,,1,False
CONTRATO,2021-01-11,53500.001613/2021-22,CELG DISTRIBUIÇÃO S.A - CELG D,,NET WORKS INFORMÁTICA EIRELI,17.428.547/0001-95,6676034,2021-03-29,2021-04-12,,2,False
CONTRATO,2021-01-11,53500.001613/2021-22,CELG DISTRIBUIÇÃO S.A - CELG D,,LANTECA TELECOM LTDA.-ME,11.785.638/0001-00,6676034,2021-03-29,2021-04-12,,3,True
CONTRATO,2021-01-11,53500.001635/2021-92,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,,M. D. BEZERRA CARNEIRO,35.559.397/0001-30,6676034,2021-03-29,2021-04-12,,1,False
CONTRATO,2021-01-11,53500.001635/2021-92,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,,SIM TELECOMUNICAÇÕES LTDA,37.715.693/0001-09,6676034,2021-03-29,2021-04-12,,2,False
CONTRATO,2021-01-11,53500.001635/2021-92,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,,ASA NET TELECOM LTDA,33.782.544/0001-01,6676034,2021-03-29,2021-04-12,,3,False
CONTRATO,2021-01-11,53500.001635/2021-92,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,,SPACENET SERVIÇOS DE TELECOMUNICAÇÕES LTDA,32.677.273/0001-61,6676034,2021-03-29,2021-04-12,,4,False
CONTRATO,2021-01-11,53500.001635/2021-92,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,,F. A. SILVA SERVIÇOS,37.176.053/0001-78,6676034,2021-03-29,2021-04-12,,5,False
CONTRATO,2021-01-11,53500.001635/2021-92,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,,INFORNET TELECOMUNICAÇÕES SOCIEDADE UNIPESSOAL LTDA,29.246.372/0001-84,6676034,2021-03-29,2021-04-12,,6,False
CONTRATO,2021-01-11,53500.001635/2021-92,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,,F. MARQUES JÚNIOR,30.028.301/0001-94,6676034,2021-03-29,2021-04-12,,7,False
CONTRATO,2021-01-11,53500.001635/2021-92,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,,L. C. O. GALDINO,34.357.048/0001-73,6676034,2021-03-29,2021-04-12,,8,True
CONTRATO,2020-01-15,53500.001859/2020-13,CELG DISTRIBUIÇÃO S/A,,ARAÚJO & SILVA LTDA,24.274.947/0001-59,5507353,2020-05-06,2020-05-06,,1,False
CONTRATO,2020-01-15,53500.001859/2020-13,CELG DISTRIBUIÇÃO S/A,,C M FERREIRA SISTEMAS - ME,12.480.589/0001-51,5507353,2020-05-06,2020-05-06,,2,False
CONTRATO,2020-01-15,53500.001859/2020-13,CELG DISTRIBUIÇÃO S/A,,D JOSE OLIVEIRA ROSA TELEFONIA EIRELI,17.863.483/0001-50,5507353,2020-05-06,2020-05-06,,3,False
CONTRATO,2020-01-15,53500.001859/2020-13,CELG DISTRIBUIÇÃO S/A,,DINÂMICA NETWORKS LTDA,10.610.849/0001-30,5507353,2020-05-06,2020-05-06,,4,False
CONTRATO,2020-01-15,53500.001859/2020-13,CELG DISTRIBUIÇÃO S/A,,FIBER SOLUTION TELECOMUNICACOES EIRELI,30.788.959/0001-02,5507353,2020-05-06,2020-05-06,,5,False
CONTRATO,2020-01-15,53500.001859/2020-13,CELG DISTRIBUIÇÃO S/A,,JOSE ADERALDO DE SOUZA FERNANDES,,5507353,2020-05-06,2020-05-06,,6,False
CONTRATO,2020-01-15,53500.001859/2020-13,CELG DISTRIBUIÇÃO S/A,,NETCOM SERVIÇOS DE TELECOMUNICACOES EIRELI,30.555.021/0001-34,5507353,2020-05-06,2020-05-06,,7,False
CONTRATO,2020-01-15,53500.001859/2020-13,CELG DISTRIBUIÇÃO S/A,,OLIVEIRA E GUIMARAES SOLUCOES LTDA,31.072.521/0001-88,5507353,2020-05-06,2020-05-06,,8,False
CONTRATO,2020-01-15,53500.001859/2020-13,CELG DISTRIBUIÇÃO S/A,,PORTAL NET TELECOMUNICACOES LTDA,10.303.252/0001-43,5507353,2020-05-06,2020-05-06,,9,False
CONTRATO,2020-01-15,53500.001859/2020-13,CELG DISTRIBUIÇÃO S/A,,RIGA REDES E TELECOM LTDA,19.561.321/0001-93,5507353,2020-05-06,2020-05-06,,10,False
CONTRATO,2020-01-15,53500.001859/2020-13,CELG DISTRIBUIÇÃO S/A,,ROSANGELA BATISTA DE SOUZA SANTOS,29.683.964/0001-63,5507353,2020-05-06,2020-05-06,,11,False
CONTRATO,2020-01-15,53500.001859/2020-13,CELG DISTRIBUIÇÃO S/A,,TEK TURBO TELECOM LTDA,32.200.588/0001-13,5507353,2020-05-06,2020-05-06,,12,False
CONTRATO,2020-01-15,53500.001859/2020-13,CELG DISTRIBUIÇÃO S/A,,TOTAL TECNOLOGIA SERVIÇOS E COMERCIO LTDA,,5507353,2020-05-06,2020-05-06,,13,False
CONTRATO,2020-01-15,53500.001859/2020-13,CELG DISTRIBUIÇÃO S/A,,WD INFORMÁTICA E NETWORKS LTDA - ME,22.738.787/0001-26,5507353,2020-05-06,2020-05-06,,14,True
CONTRATO,2016-01-27,53500.001883/2016-76,COMPANHIA PAULISTA DE FORÇA E LUZ - CPFL,,WIP TELECOM MULTIMÍDIA.,,332124,2016-03-17,2016-03-22,Processo ANEEL: 485130002142016.,1,False
CONTRATO,2016-01-27,53500.001883/2016-76,COMPANHIA PAULISTA DE FORÇA E LUZ - CPFL,,2RM TELECOM LTDA.,,332124,2016-03-17,2016-03-22,Processo ANEEL: 485130002142016.,2,False
CONTRATO,2016-01-27,53500.001883/2016-76,COMPANHIA PIRATININGA DE FORÇA E LUZ - CPFL,,V.A.C. PROVEDOR LTDA.,,332124,2016-03-17,2016-03-22,Processo ANEEL: 485130002172016.,3,False
CONTRATO,2016-01-27,53500.001883/2016-76,ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S. A.,61.695.227/0001-93,ATRANET TELECOMUNICAÇÕES LTDA.,,332124,2016-03-17,2016-03-22,Processo ANEEL: 485130007962016.,4,False
CONTRATO,2016-01-27,53500.001883/2016-76,ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S. A.,61.695.227/0001-93,CPGNET SOLUÇÕES EM INTERNET E REDE LTDA.,,332124,2016-03-17,2016-03-22,Processo ANEEL: 485130007952016.,5,False
CONTRATO,2016-01-27,53500.001883/2016-76,RIO GRANDE ENERGIA S.A - RGE,,BCNET - COMÉRCIO DE EQUIPAMENTOS DE INFORMÁTICA LTDA.,,332124,2016-03-17,2016-03-22,Processo ANEEL: 485130002112016.,6,False
CONTRATO,2016-01-27,53500.001883/2016-76,RIO GRANDE ENERGIA S.A - RGE,,BOHN & WELTER LTDA.,,332124,2016-03-17,2016-03-22,Processo ANEEL: 485130002112016.,7,False
CONTRATO,2016-01-27,53500.001883/2016-76,RIO GRANDE ENERGIA S.A - RGE,,BUTZEN E MENTGES LTDA.,,332124,2016-03-17,2016-03-22,Processo ANEEL: 485130002112016.,8,False
CONTRATO,2016-01-27,53500.001883/2016-76,RIO GRANDE ENERGIA S.A - RGE,,FLYBYTE COMUNICAÇÃO MULTIMÍDIA LTDA.,,332124,2016-03-17,2016-03-22,Processo ANEEL: 485130002112016.,9,False
CONTRATO,2016-01-27,53500.001883/2016-76,RIO GRANDE ENERGIA S.A - RGE,,G E E SOLUÇÕES EM INFORMÁTICA LTDA.,,332124,2016-03-17,2016-03-22,Processo ANEEL: 485130002112016.,10,False
CONTRATO,2016-01-27,53500.001883/2016-76,RIO GRANDE ENERGIA S.A - RGE,,GLOBO INFORMÁTICA LTDA.,,332124,2016-03-17,2016-03-22,Processo ANEEL: 485130002112016.,11,False
CONTRATO,2016-01-27,53500.001883/2016-76,RIO GRANDE ENERGIA S.A - RGE,,GLP TELECOMUNICAÇÕES LTDA.,,332124,2016-03-17,2016-03-22,Processo ANEEL: 485130002112016.,12,False
CONTRATO,2016-01-27,53500.001883/2016-76,RIO GRANDE ENERGIA S.A - RGE,,INFOMAC SOLUÇÕES EM INFORMÁTICA LTDA.,,332124,2016-03-17,2016-03-22,Processo ANEEL: 485130002112016.,13,False
CONTRATO,2016-01-27,53500.001883/2016-76,RIO GRANDE ENERGIA S.A - RGE,,MARGNOS A BOTH & CIA LTDA.,,332124,2016-03-17,2016-03-22,Processo ANEEL: 485130002112016.,14,False
CONTRATO,2016-01-27,53500.001883/2016-76,RIO GRANDE ENERGIA S.A - RGE,,MARCEL BOCCHESE SOARES (MA SOLUÇÕES EM TECNOLOGIA LTDA.),,332124,2016-03-17,2016-03-22,Processo ANEEL: 485130002112016.,15,False
CONTRATO,2016-01-27,53500.001883/2016-76,RIO GRANDE ENERGIA S.A - RGE,,MASTER NET WIRELESS INFORMÁTICA LTDA.,,332124,2016-03-17,2016-03-22,Processo ANEEL: 485130002112016.,16,False
CONTRATO,2016-01-27,53500.001883/2016-76,RIO GRANDE ENERGIA S.A - RGE,,MKANET SERVIÇOS E COMÉRCIO DE INFORMÁTICA,,332124,2016-03-17,2016-03-22,Processo ANEEL: 485130002112016.,17,False
CONTRATO,2016-01-27,53500.001883/2016-76,RIO GRANDE ENERGIA S.A - RGE,,NET WAY PROVEDOR DE INTERNET LTDA.,,332124,2016-03-17,2016-03-22,Processo ANEEL: 485130002112016.,18,False
CONTRATO,2016-01-27,53500.001883/2016-76,RIO GRANDE ENERGIA S.A - RGE,,SILVA E BREMM LTDA.,,332124,2016-03-17,2016-03-22,Processo ANEEL: 485130002112016.,19,False
CONTRATO,2016-01-27,53500.001883/2016-76,RIO GRANDE ENERGIA S.A - RGE,,V H TRADE COMÉRCIO E SERVIÇOS EM T.I. LTDA.,,332124,2016-03-17,2016-03-22,Processo ANEEL: 485130002112016.,20,True
CONTRATO,2024-01-09,53500.001969/2024-17,COOPERATIVA DE ELETRIFICAÇÃO E DESENVOLVIMENTO DA REGIÃO DE ITU - MAIRINQUE,50.235.449/0001-07,OPEN IT GROUP TECNOLOGIA E COMUNICAÇÃO EIRELI,31.976.819/0001-12,11584967,2024-03-04,2024-03-04,,1,True
CONTRATO,2017-01-20,53500.002026/2017-74,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,,FABIO DE SOUZA LEITE - ME,,1172696,2017-03-09,2017-03-09,Processo ANEEL: 48513.0018772017-00.,1,True
CONTRATO,2017-01-20,53500.002151/2017-84,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,,G. DE SOUSA ARAÚJO - ME,,1172563,2017-03-07,2017-03-07,Processo ANEEL: 48513.001813/2017-00.,1,True
CONTRATO,2017-01-20,53500.002152/2017-29,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,,RAIMUNDO ROMÁRIO ANGELO CARNEIRO - ME,,1171884,2017-03-07,2017-03-07,Processo ANEEL: 48513.001876/2017-00.,1,True
CONTRATO,2017-01-20,53500.002154/2017-18,COMPANHIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - CEEE-D,,NAJANET TECNOLOGIA EM TRANSPORTES DE DADOS LTDA - EPP,,1157900,2017-03-07,2017-03-07,Processo ANEEL: 48513.002182/2017-00.,1,True
CONTRATO,2017-01-20,53500.002155/2017-62,ENERGISA PARAÍBA - DISTRIBUIDORA DE ENERGIA S.A.,,ANAELSON COSTA DE OLIVEIRA JUNIOR - ME,,1175114,2017-03-07,2017-03-07,Processo ANEEL: 48513.000380/2017-00.,1,False
CONTRATO,2017-01-20,53500.002155/2017-62,ENERGISA PARAÍBA - DISTRIBUIDORA DE ENERGIA S.A.,,MARK LANE PINHEIRO BATISTA - ME,,1175114,2017-03-07,2017-03-07,Processo ANEEL: 48513.000380/2017-00.,2,True
CONTRATO,2017-01-20,53500.002156/2017-15,EMPRESA DE ELETRICIDADE VALE PARANAPANEMA S.A.,60.876.075/0001-62,WAY.COM PROVEDOR BANDA LARGA LTDA - ME,,1209519,2017-03-09,2017-03-09,Processo ANEEL: 48513.000383/2017-00.,1,True
1º TERMO ADITIVO,2014-11-13,53500.002162/2013-31,COPEL DISTRIBUIÇÃO S.A.,,JOELI T. RIBEIRO & CIA LTDA-ME,,2776,2015-03-10,2015-03-12,Processo Aditivo: 485260042942014. Processo ANEEL: 48500.006364/2012-31.,1,False
2º TERMO ADITIVO,2014-11-13,53500.002162/2013-31,COPEL DISTRIBUIÇÃO S.A.,,JOELI T. RIBEIRO & CIA LTDA-ME,,2776,2015-03-10,2015-03-12,Processo Aditivo: 485260042942014. Processo ANEEL: 48500.006364/2012-31.,2,False
3º TERMO ADITIVO,2014-11-13,53500.002162/2013-31,COPEL DISTRIBUIÇÃO S.A.,,JOELI T. RIBEIRO & CIA LTDA-ME,,2776,2015-03-10,2015-03-12,Processo Aditivo: 485260042942014. Processo ANEEL: 48500.006364/2012-31.,3,True
CONTRATO,2021-01-13,53500.002187/2021-44,COPEL DISTRIBUIÇÃO S.A.,,A. C. ROCHA INFORMÁTICA LTDA,,6676034,2021-03-29,2021-04-12,,1,False
CONTRATO,2021-01-13,53500.002187/2021-44,COPEL DISTRIBUIÇÃO S.A.,,CANDIDO DA SILVA APARECIDO ME,22.408.619/0001-72,6676034,2021-03-29,2021-04-12,,2,False
CONTRATO,2021-01-13,53500.002187/2021-44,COPEL DISTRIBUIÇÃO S.A.,,DIULIANE GOES CORREA COBRANÇAS ME,30.694.252/0001-29,6676034,2021-03-29,2021-04-12,,3,False
CONTRATO,2021-01-13,53500.002187/2021-44,COPEL DISTRIBUIÇÃO S.A.,,H. MASSAO SAKUMA ME,23.416.607/0001-52,6676034,2021-03-29,2021-04-12,,4,False
CONTRATO,2021-01-13,53500.002187/2021-44,COPEL DISTRIBUIÇÃO S.A.,,I. S. ALMEIDA & ALMEIDA LTDA ME,28.736.087/0001-89,6676034,2021-03-29,2021-04-12,,5,False
CONTRATO,2021-01-13,53500.002187/2021-44,COPEL DISTRIBUIÇÃO S.A.,,JOSÉ APARECIDO DOS SANTOS ME,14.430.954/0001-49,6676034,2021-03-29,2021-04-12,,6,False
CONTRATO,2021-01-13,53500.002187/2021-44,COPEL DISTRIBUIÇÃO S.A.,,JS SERVIÇOS E TELECOMUNICAÇÕES LTDA - ME,14.061.724/0001-50,6676034,2021-03-29,2021-04-12,,7,False
CONTRATO,2021-01-13,53500.002187/2021-44,COPEL DISTRIBUIÇÃO S.A.,,MARUMBIT TECNOLOGIA DE INFORMAÇÃO LTDA,,6676034,2021-03-29,2021-04-12,,8,False
CONTRATO,2021-01-13,53500.002187/2021-44,COPEL DISTRIBUIÇÃO S.A.,,NETBRASIL TELECOM LTDA ME,,6676034,2021-03-29,2021-04-12,,9,False
CONTRATO,2021-01-13,53500.002187/2021-44,COPEL DISTRIBUIÇÃO S.A.,,OESTELINE INFORMÁTICA LTDA - ME,10.767.281/0001-66,6676034,2021-03-29,2021-04-12,,10,True
CONTRATO,2021-01-13,53500.002215/2021-23,ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S. A.,61.695.227/0001-93,SPEED JET TELECOM EIRELI,30.905.737/0001-14,6676034,2021-03-29,2021-04-12,,1,True
CONTRATO,2021-01-13,53500.002226/2021-11,ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S. A.,61.695.227/0001-93,RIVALDO VITURINO NUNES BORGES,,6676034,2021-03-29,2021-04-12,,1,True
CONTRATO,2021-01-13,53500.002228/2021-01,ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S. A.,61.695.227/0001-93,RED FIBRA TELECOMUNICAÇÕES LTDA,31.558.285/0001-04,6676034,2021-03-29,2021-04-12,,1,True
CONTRATO,2021-01-13,53500.002234/2021-50,ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S. A.,61.695.227/0001-93,M. A. GONÇALVES CAVALCANTE SERVIÇOS DE TELECOMUNICAÇÕES E COMÉRCIO DE EQUIPAMENTOS,33.417.164/0001-78,6676034,2021-03-29,2021-04-12,,1,True
CONTRATO,2021-01-13,53500.002237/2021-93,ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S. A.,61.695.227/0001-93,LIKELINK COMÉRCIO E SERVIÇOS DE TELECOMUNICAÇÕES EIRELI,30.547.860/0001-00,6676034,2021-03-29,2021-04-12,,1,True
CONTRATO,2021-01-13,53500.002241/2021-51,ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S. A.,61.695.227/0001-93,ATLANET TELECOMUNICAÇÕES LTDA EPP,12.990.044/0001-95,6676034,2021-03-29,2021-04-12,,1,True
CONTRATO,2021-01-13,53500.002248/2021-73,ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S. A.,61.695.227/0001-93,ACTIVEX TELECOMUNICAÇÕES LTDA,14.600.942/0001-15,6676034,2021-03-29,2021-04-12,,1,True
CONTRATO,2021-01-13,53500.002252/2021-31,ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S. A.,61.695.227/0001-93,TI NETWORK COMUNICAÇÃO LTDA,38.078.046/0001-04,6676034,2021-03-29,2021-04-12,,1,True
CONTRATO,2019-01-21,53500.002427/2019-96,CEB DISTRIBUIÇÃO S.A.,,PNTI - PONTO NET TECNOLOGIA EM INTERNET LTDA - ME,26.813.654/0001-28,3848149,2019-03-08,2019-03-08,,1,True
CONTRATO,2019-01-21,53500.002430/2019-18,CEB DISTRIBUIÇÃO S.A.,,BRAVA TELECOMUNICAÇÕES BRASÍLIA LTDA,,3845272,2019-03-08,2019-03-08,,1,True
CONTRATO,2019-01-21,53500.002434/2019-98,CEB DISTRIBUIÇÃO S.A.,,GLOBAL LINK TECNOLOGIA EIRELI - EPP,25.286.383/0001-37,3842111,2019-03-08,2019-03-08,,1,True
CONTRATO,2019-01-21,53500.002438/2019-76,CEB DISTRIBUIÇÃO S.A.,,SOS PROVEDOR SERVIÇOS COMUNICAÇÃO EIRELI - ME,22.304.325/0001-09,3841639,2019-03-08,2019-03-08,,1,True
CONTRATO,2016-02-03,53500.002465/2016-04,COPEL DISTRIBUIÇÃO S.A.,,GELSON PANCHESKI KAVALKIEVIZ - INFORMÁTICA - ME,,394440,2016-04-12,2016-04-12,Processo ANEEL: 485130320212015.,1,False
CONTRATO,2016-02-03,53500.002465/2016-04,COPEL DISTRIBUIÇÃO S.A.,,MORA-TEC EQUIPAMENTOS LTDA - ME,,394440,2016-04-12,2016-04-12,Processo ANEEL: 485130320682015.,2,False
CONTRATO,2016-02-03,53500.002465/2016-04,COPEL DISTRIBUIÇÃO S.A.,,MARIPANET TELECOM LTDA - ME,,394440,2016-04-12,2016-04-12,Processo ANEEL: 485130320712015.,3,False
CONTRATO,2016-02-03,53500.002465/2016-04,COPEL DISTRIBUIÇÃO S.A.,,S.C. TERRES & CIA LTDA - ME,,394440,2016-04-12,2016-04-12,Processo ANEEL: 485130320722015.,4,False
CONTRATO,2016-02-03,53500.002465/2016-04,COPEL DISTRIBUIÇÃO S.A.,,CYBERTECH INFORMÁTICA LTDA - ME,,394440,2016-04-12,2016-04-12,Processo ANEEL: 485130320492015.,5,False
CONTRATO,2016-02-03,53500.002465/2016-04,COPEL DISTRIBUIÇÃO S.A.,,RAFAEL ORSSATTO E CIA LTDA.,,394440,2016-04-12,2016-04-12,Processo ANEEL: 485130319962015.,6,False
CONTRATO,2016-02-03,53500.002465/2016-04,LIGHT SERVIÇOS DE ELETRICIDADE S.A,60.444.437/0001-46,DIGITAL DO LOTE XV LTDA - ME,,394440,2016-04-12,2016-04-12,Processo ANEEL: 485130013002016.,7,True
ADITIVO,2020-01-20,53500.002522/2020-23,COOPERATIVA REGIONAL E ENERGIA TAQUARI JACUÍ - CERTAJA ENERGIA,97.839.922/0001-29,SEITEL SEIXAS TELECOMUNICAÇÕES EIRELI EPP,93.445.773/0001-62,5553485,2020-05-18,2020-05-18,Processo Mãe 53500.037624/2018-45.,1,True
ADITIVO,2020-01-20,53500.002526/2020-10,COOPERATIVA REGIONAL E ENERGIA TAQUARI JACUÍ - CERTAJA ENERGIA,97.839.922/0001-29,VOGEL SOLUÇÕES EM TELECOMUNICAÇÕES E INFORMÁTICA S.A.,,5554155,2020-05-18,2020-05-18,Processo Mãe 53500.037627/2018-89.,1,True
CONTRATO,2025-01-13,53500.002597/2025-19,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,,DK NET SERVIÇOS DE INFORMÁTICA LTDA,16.616.868/0001-50,13307345,2025-02-21,2025-02-21,,1,False
CONTRATO,2025-01-13,53500.002597/2025-19,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,,M2NET TELECOMUNICAÇÕES DO NORDESTE LTDA,26.743.347/0001-18,13307345,2025-02-21,2025-02-21,,2,False
CONTRATO,2025-01-13,53500.002597/2025-19,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,,TRU TELECOM LTDA,43.152.142/0001-87,13307345,2025-02-21,2025-02-21,,3,False
CONTRATO,2025-01-13,53500.002597/2025-19,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,,FRANCISCO ALMINO RODRIGUES OLIVEIRA DA SILVA,32.034.918/0001-48,13307345,2025-02-21,2025-02-21,,4,False
CONTRATO,2025-01-13,53500.002597/2025-19,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,,A. G. DA SILVA BATISTA LTDA,37.736.853/0001-04,13307345,2025-02-21,2025-02-21,,5,True
CONTRATO,2025-01-13,53500.002600/2025-02,ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S. A.,61.695.227/0001-93,Z6 TELECOM LTDA,39.742.587/0001-40,13307345,2025-02-21,2025-02-21,,1,False
CONTRATO,2025-01-13,53500.002600/2025-02,ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S. A.,61.695.227/0001-93,L DA SILVA SANTOS TELECOMUNICAÇÕES,32.191.696/0001-77,13307345,2025-02-21,2025-02-21,,2,False
CONTRATO,2025-01-13,53500.002600/2025-02,ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S. A.,61.695.227/0001-93,PAULINO P. DOS SANTOS- IMFORMÁTICA E SERVIÇOS DE COMUNICAÇÃO MULTIMÍDIA,,13307345,2025-02-21,2025-02-21,,3,True
CONTRATO,2025-01-13,53500.002602/2025-93,AMPLA ENERGIA E SERVIÇOS S.A.,33.050.071/0001-58,FIBRA DIGITAL TELECOM LTDA,36.040.708/0001-13,13307345,2025-02-21,2025-02-21,,1,True
CONTRATO,2017-02-02,53500.002665/2017-30,AMPLA ENERGIA E SERVIÇOS S.A.,33.050.071/0001-58,BATISTA PEREIRA INFORMÁTICA LTDA - ME,,1246479,2017-03-09,2017-03-09,Processo ANEEL: 48513.002915/2017-00.,1,True
CONTRATO,2020-01-21,53500.002674/2020-26,ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S. A.,61.695.227/0001-93,NEWAVE TECNOLOGIA DA INFORMAÇÃO LTDA,10.378.547/0001-89,5370512,2020-03-26,2020-03-26,,1,True
CONTRATO,2020-01-21,53500.002676/2020-15,ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S. A.,61.695.227/0001-93,ONIUQA INFORMÁTICA LTDA,10.286.046/0001-72,5370513,2020-03-26,2020-03-26,,1,True
CONTRATO,2020-01-21,53500.002678/2020-12,ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S. A.,61.695.227/0001-93,JSV TELECOM COMUNICAÇÃO EIRELI,31.549.677/0001-07,5370514,2020-03-26,2020-03-26,,1,True
CONTRATO,2020-01-21,53500.002681/2020-28,ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S. A.,61.695.227/0001-93,RLA WORLD NET LTDA,21.003.634/0001-78,5370515,2020-03-26,2020-03-26,,1,True
CONTRATO,2020-01-21,53500.002682/2020-72,ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S. A.,61.695.227/0001-93,TERA FIBER TELECOMUNICACOES LTDA,26.728.407/0001-23,5370516,2020-03-26,2020-03-26,,1,True
CONTRATO,2020-01-21,53500.002683/2020-17,ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S. A.,61.695.227/0001-93,MIRANTE NETWORK COMUNICAÇÃO EIRELI,28.704.949/0001-91,5370517,2020-03-26,2020-03-26,,1,True
CONTRATO,2020-01-21,53500.002684/2020-61,ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S. A.,61.695.227/0001-93,EY TELECOMUNICAÇÃO EIRELI,21.544.852/0001-10,5370518,2020-03-26,2020-03-26,,1,True
CONTRATO,2014-01-31,53500.002816/2014-15,LIGHT SERVIÇOS DE ELETRICIDADE S.A,60.444.437/0001-46,ALTA CONEXÃO TELECOMUNICAÇÕES,,256/2014/CPRP/SCP,2014-04-29,2014-04-29,"Processo ANEEL: 48500.000067/2014-43. Despacho de homologação ANEEL: 1697, de 02/06/14, publicado em 03/06/14.",1,False
CONTRATO,2014-01-31,53500.002816/2014-15,LIGHT SERVIÇOS DE ELETRICIDADE S.A,60.444.437/0001-46,EASYNET WORK LTDA,,256/2014/CPRP/SCP,2014-04-29,2014-04-29,"Processo ANEEL: 48500.006460/2013-60. Despacho de homologação ANEEL: 1618, de 22/05/14, publicado em 23/05/14.",2,False
CONTRATO,2014-01-31,53500.002816/2014-15,LIGHT SERVIÇOS DE ELETRICIDADE S.A,60.444.437/0001-46,TVA NET TELECOM,,256/2014/CPRP/SCP,2014-04-29,2014-04-29,"Processo ANEEL: 48500.006277/2013-64. Despacho de homologação ANEEL: 1640, de 26/05/14, publicado em 27/05/14.",3,True
CONTRATO,2014-02-04,53500.002821/2014-10,COPEL DISTRIBUIÇÃO S.A.,,ATK INFORMÁTICA E TELECOMUNICAÇÕES,,262/2014/CPRP/SCP,2014-05-05,2014-05-05,"Processo ANEEL: 48500.006635/2013-39. Despacho de homologação ANEEL: 1663, de 27/05/14, publicado em 28/05/14..",1,False
