PROCESSO_ANATEL;PROTOCOLO_DATA;ACORDO_TIPO;PRESTADORA_1_CNPJ;PRESTADORA_1;SERVICO_1;MODALIDADE_STFC_1;PRESTADORA_2_CNPJ;PRESTADORA_2;SERVICO_2;MODALIDADE_STFC_2;DESPACHO_DECISORIO_SEI;DESPACHO_DECISORIO_DATA;CONCLUSAO_DATA;OBSERVACAO
53500.029141/2013-62;10/12/2013;CONTRATO;40432544000147;CLARO S.A.;010;;02777002000117;TELECOM SOUTH AMERICA LTDA;171;LDI;4671;11/09/2014;12/09/2014;Classe: II.
53500.029141/2013-62;10/12/2013;CONTRATO;40432544000147;CLARO S.A.;010;;02777002000117;TELECOM SOUTH AMERICA LTDA;171;LDN;4671;11/09/2014;12/09/2014;Classe: II.
53500.029141/2013-62;10/12/2013;CONTRATO;40432544000147;CLARO S.A.;010;;02777002000117;TELECOM SOUTH AMERICA LTDA;171;LOCAL;4671;11/09/2014;12/09/2014;Classe: II.
53500.029059/2013-38;10/12/2013;CONTRATO;40432544000147;CLARO S.A.;010;;02952192000161;Cabo Servicos de Telecomunicacoes S.a.;171;LDI;4995;26/09/2014;29/09/2014;Classe: II.
53500.029059/2013-38;10/12/2013;CONTRATO;40432544000147;CLARO S.A.;010;;02952192000161;Cabo Servicos de Telecomunicacoes S.a.;171;LDN;4995;26/09/2014;29/09/2014;Classe: II.
53500.029059/2013-38;10/12/2013;CONTRATO;40432544000147;CLARO S.A.;010;;02952192000161;Cabo Servicos de Telecomunicacoes S.a.;171;LOCAL;4995;26/09/2014;29/09/2014;Classe: II.
53500.029136/2013-50;10/12/2013;CONTRATO;40432544000147;CLARO S.A.;010;;09580731000128;PONTO TELECOM COMUNICACOES EIRELI;171;LDI;4999;26/09/2014;29/09/2014;Classe: II.
53500.029136/2013-50;10/12/2013;CONTRATO;40432544000147;CLARO S.A.;010;;09580731000128;PONTO TELECOM COMUNICACOES EIRELI;171;LDN;4999;26/09/2014;29/09/2014;Classe: II.
53500.029136/2013-50;10/12/2013;CONTRATO;40432544000147;CLARO S.A.;010;;09580731000128;PONTO TELECOM COMUNICACOES EIRELI;171;LOCAL;4999;26/09/2014;29/09/2014;Classe: II.
53500.029129/2013-58;10/12/2013;CONTRATO;40432544000147;CLARO S.A.;010;;09446842000146;HIT TELECOMUNICACOES LTDA.;171;LDI;6461;26/11/2014;26/11/2014;Classe: II. Localização: ESTAÇÃO.
53500.029129/2013-58;10/12/2013;CONTRATO;40432544000147;CLARO S.A.;010;;09446842000146;HIT TELECOMUNICACOES LTDA.;171;LDN;6461;26/11/2014;26/11/2014;Classe: II. Localização: ESTAÇÃO.
53500.029129/2013-58;10/12/2013;CONTRATO;40432544000147;CLARO S.A.;010;;09446842000146;HIT TELECOMUNICACOES LTDA.;171;LOCAL;6461;26/11/2014;26/11/2014;Classe: II. Localização: ESTAÇÃO.
53500.029139/2013-93;10/12/2013;CONTRATO;40432544000147;CLARO S.A.;010;;08362807000186;SIMTERNET TECNOLOGIA DA INFORMACAO LTDA ME;171;LDI;6409;24/11/2014;26/11/2014;Classe: II.
53500.029139/2013-93;10/12/2013;CONTRATO;40432544000147;CLARO S.A.;010;;08362807000186;SIMTERNET TECNOLOGIA DA INFORMACAO LTDA ME;171;LDN;6409;24/11/2014;26/11/2014;Classe: II.
53500.029139/2013-93;10/12/2013;CONTRATO;40432544000147;CLARO S.A.;010;;08362807000186;SIMTERNET TECNOLOGIA DA INFORMACAO LTDA ME;171;LOCAL;6409;24/11/2014;26/11/2014;Classe: II.
53500.029057/2013-49;10/12/2013;CONTRATO;40432544000147;CLARO S.A.;010;;04263321000130;IPE INFORMATICA LTDA;171;LDI;6722;04/12/2014;05/12/2014;Classe: II.
53500.029057/2013-49;10/12/2013;CONTRATO;40432544000147;CLARO S.A.;010;;04263321000130;IPE INFORMATICA LTDA;171;LDN;6722;04/12/2014;05/12/2014;Classe: II.
53500.029057/2013-49;10/12/2013;CONTRATO;40432544000147;CLARO S.A.;010;;04263321000130;IPE INFORMATICA LTDA;171;LOCAL;6722;04/12/2014;05/12/2014;Classe: II.
53500.029058/2013-93;10/12/2013;CONTRATO;40432544000147;CLARO S.A.;010;;10943095000130;SETE MEIA TELECOMUNICACOES LTDA;171;LDI;6718;04/12/2014;05/12/2014;Classe: II.
53500.029058/2013-93;10/12/2013;CONTRATO;40432544000147;CLARO S.A.;010;;10943095000130;SETE MEIA TELECOMUNICACOES LTDA;171;LDN;6718;04/12/2014;05/12/2014;Classe: II.
53500.029058/2013-93;10/12/2013;CONTRATO;40432544000147;CLARO S.A.;010;;10943095000130;SETE MEIA TELECOMUNICACOES LTDA;171;LOCAL;6718;04/12/2014;05/12/2014;Classe: II.
53500.029065/2013-95;10/12/2013;CONTRATO;40432544000147;CLARO S.A.;010;;07729336000139;ENSITE BRASIL TELECOMUNICAÇÕES LTDA ME;171;LDI;6724;04/12/2014;05/12/2014;Classe: II.
53500.029065/2013-95;10/12/2013;CONTRATO;40432544000147;CLARO S.A.;010;;07729336000139;ENSITE BRASIL TELECOMUNICAÇÕES LTDA ME;171;LDN;6724;04/12/2014;05/12/2014;Classe: II.
53500.029065/2013-95;10/12/2013;CONTRATO;40432544000147;CLARO S.A.;010;;07729336000139;ENSITE BRASIL TELECOMUNICAÇÕES LTDA ME;171;LOCAL;6724;04/12/2014;05/12/2014;Classe: II.
53500.029132/2013-71;10/12/2013;CONTRATO;40432544000147;CLARO S.A.;010;;05236051000211;OPCAONET INFORMATICA LTDA - EPP;171;LDI;6697;03/12/2014;05/12/2014;Classe: II.
53500.029132/2013-71;10/12/2013;CONTRATO;40432544000147;CLARO S.A.;010;;05236051000211;OPCAONET INFORMATICA LTDA - EPP;171;LDN;6697;03/12/2014;05/12/2014;Classe: II.
53500.029132/2013-71;10/12/2013;CONTRATO;40432544000147;CLARO S.A.;010;;05236051000211;OPCAONET INFORMATICA LTDA - EPP;171;LOCAL;6697;03/12/2014;05/12/2014;Classe: II.
53500.029143/2013-51;10/12/2013;CONTRATO;40432544000147;CLARO S.A.;010;;10552549000142;LAFAIETE PROVEDOR DE INTERNET E TELECOMUNICAÇÕES LTDA - EPP;171;LDI;6982;15/12/2014;15/12/2014;Classe: II.
53500.029143/2013-51;10/12/2013;CONTRATO;40432544000147;CLARO S.A.;010;;10552549000142;LAFAIETE PROVEDOR DE INTERNET E TELECOMUNICAÇÕES LTDA - EPP;171;LDN;6982;15/12/2014;15/12/2014;Classe: II.
53500.029143/2013-51;10/12/2013;CONTRATO;40432544000147;CLARO S.A.;010;;10552549000142;LAFAIETE PROVEDOR DE INTERNET E TELECOMUNICAÇÕES LTDA - EPP;171;LOCAL;6982;15/12/2014;15/12/2014;Classe: II.
53500.029060/2013-62;10/12/2013;CONTRATO;40432544000147;CLARO S.A.;010;;81681207000170;SUPERCHIP TELECOMUNICACOES LTDA;171;LDI;6862;10/12/2014;22/01/2015;Classe: II.
53500.029060/2013-62;10/12/2013;CONTRATO;40432544000147;CLARO S.A.;010;;81681207000170;SUPERCHIP TELECOMUNICACOES LTDA;171;LDN;6862;10/12/2014;22/01/2015;Classe: II.
53500.029060/2013-62;10/12/2013;CONTRATO;40432544000147;CLARO S.A.;010;;81681207000170;SUPERCHIP TELECOMUNICACOES LTDA;171;LOCAL;6862;10/12/2014;22/01/2015;Classe: II.
53500.029131/2013-27;10/12/2013;CONTRATO;40432544000147;CLARO S.A.;010;;05684180000191;Companhia Itabirana de Telecomunicacoes Ltda;171;LDI;493;20/01/2015;22/01/2015;Classe: II. Localização: SEI.
53500.029131/2013-27;10/12/2013;CONTRATO;40432544000147;CLARO S.A.;010;;05684180000191;Companhia Itabirana de Telecomunicacoes Ltda;171;LDN;493;20/01/2015;22/01/2015;Classe: II. Localização: SEI.
53500.029131/2013-27;10/12/2013;CONTRATO;40432544000147;CLARO S.A.;010;;05684180000191;Companhia Itabirana de Telecomunicacoes Ltda;171;LOCAL;493;20/01/2015;22/01/2015;Classe: II. Localização: SEI.
53500.029062/2013-51;10/12/2013;CONTRATO;40432544000147;CLARO S.A.;010;;13114336000127;PORTO VELHO TELECOMUNICAÇÕES LTDA;171;LDI;14;27/01/2015;29/01/2015;Classe: II. Localização: SEI.
53500.029062/2013-51;10/12/2013;CONTRATO;40432544000147;CLARO S.A.;010;;13114336000127;PORTO VELHO TELECOMUNICAÇÕES LTDA;171;LDN;14;27/01/2015;29/01/2015;Classe: II. Localização: SEI.
53500.029062/2013-51;10/12/2013;CONTRATO;40432544000147;CLARO S.A.;010;;13114336000127;PORTO VELHO TELECOMUNICAÇÕES LTDA;171;LOCAL;14;27/01/2015;29/01/2015;Classe: II. Localização: SEI.
53500.029063/2013-04;10/12/2013;CONTRATO;40432544000147;CLARO S.A.;010;;08022054000160;OSTARA TELECOMUNICACOES LTDA.;171;LOCAL;1188;30/01/2015;02/02/2015;Classe: II.
53500.029064/2013-41;10/12/2013;CONTRATO;40432544000147;CLARO S.A.;010;;13045346000158;GTI TELECOMUNICAÇÕES LTDA;171;LDI;35;05/05/2015;13/05/2015;Classe: II. Localização: SEI.
53500.029064/2013-41;10/12/2013;CONTRATO;40432544000147;CLARO S.A.;010;;13045346000158;GTI TELECOMUNICAÇÕES LTDA;171;LDN;35;05/05/2015;13/05/2015;Classe: II. Localização: SEI.
53500.029064/2013-41;10/12/2013;CONTRATO;40432544000147;CLARO S.A.;010;;13045346000158;GTI TELECOMUNICAÇÕES LTDA;171;LOCAL;35;05/05/2015;13/05/2015;Classe: II. Localização: SEI.
53500.029142/2013-15;10/12/2013;CONTRATO;40432544000147;CLARO S.A.;010;;09015478000160;BINTELC TELECOMUNICACOES LTDA;171;LDI;-1;16/10/2014;16/10/2014;Classe: II.
53500.029142/2013-15;10/12/2013;CONTRATO;40432544000147;CLARO S.A.;010;;09015478000160;BINTELC TELECOMUNICACOES LTDA;171;LDN;-1;16/10/2014;16/10/2014;Classe: II.
53500.029142/2013-15;10/12/2013;CONTRATO;40432544000147;CLARO S.A.;010;;09015478000160;BINTELC TELECOMUNICACOES LTDA;171;LOCAL;-1;16/10/2014;16/10/2014;Classe: II.
53500.029066/2013-30;10/12/2013;CONTRATO;40432544000147;CLARO S.A.;010;;26059394000147;ENGEVOX TELECOMUNICAÇÕES LTDA;171;LOCAL;89;13/04/2016;29/04/2016;Classe: II. Localização: DIGITALIZANDO.
53500.028723/2013-21;12/12/2013;CONTRATO;05423963000111;OI MÓVEL S.A. - EM RECUPERAÇÃO JUDICIAL;010;;13049421000159;UNIVERSO SERVIÇOS DE TELECOMUNICAÇÕES LTDA;171;LOCAL;948;25/02/2014;26/02/2014;Classe: II.
53500.029434/2010-05;12/12/2013;ADITIVO;05423963000111;OI MÓVEL S.A. - EM RECUPERAÇÃO JUDICIAL;010;;07239238000113;VONEX TELECOMUNICACOES LTDA;171;LOCAL;3191;03/07/2014;04/07/2014;Classe: II.
53500.029488/2010-62;12/12/2013;ADITIVO;05423963000111;OI MÓVEL S.A. - EM RECUPERAÇÃO JUDICIAL;010;;07239238000113;VONEX TELECOMUNICACOES LTDA;171;LDI;3196;03/07/2014;04/07/2014;Classe: II.
53500.029488/2010-62;12/12/2013;ADITIVO;05423963000111;OI MÓVEL S.A. - EM RECUPERAÇÃO JUDICIAL;010;;07239238000113;VONEX TELECOMUNICACOES LTDA;171;LDN;3196;03/07/2014;04/07/2014;Classe: II.
53500.028978/2007-46;16/12/2013;ADITIVO;04206050000180;TIM CELULAR S.A.;171;LOCAL;01371416000189;SERCOMTEL S/A TELECOMUNICACOES;171;LOCAL;-1;22/01/2014;22/01/2014;Classe: I.
53500.028933/2013-10;16/12/2013;CONTRATO;71208516000174;ALGAR TELECOM S/A;171;LDI;08062253000100;CAMBRIDGE TELECOMUNICACOES LTDA;171;LDI;417;28/01/2014;29/01/2014;Classe: I.
53500.028933/2013-10;16/12/2013;CONTRATO;71208516000174;ALGAR TELECOM S/A;171;LDI;08062253000100;CAMBRIDGE TELECOMUNICACOES LTDA;171;LDN;417;28/01/2014;29/01/2014;Classe: I.
53500.028933/2013-10;16/12/2013;CONTRATO;71208516000174;ALGAR TELECOM S/A;171;LDI;08062253000100;CAMBRIDGE TELECOMUNICACOES LTDA;171;LOCAL;417;28/01/2014;29/01/2014;Classe: I.
53500.028933/2013-10;16/12/2013;CONTRATO;71208516000174;ALGAR TELECOM S/A;171;LDN;08062253000100;CAMBRIDGE TELECOMUNICACOES LTDA;171;LDI;417;28/01/2014;29/01/2014;Classe: I.
53500.028933/2013-10;16/12/2013;CONTRATO;71208516000174;ALGAR TELECOM S/A;171;LDN;08062253000100;CAMBRIDGE TELECOMUNICACOES LTDA;171;LDN;417;28/01/2014;29/01/2014;Classe: I.
53500.028933/2013-10;16/12/2013;CONTRATO;71208516000174;ALGAR TELECOM S/A;171;LDN;08062253000100;CAMBRIDGE TELECOMUNICACOES LTDA;171;LOCAL;417;28/01/2014;29/01/2014;Classe: I.
53500.028933/2013-10;16/12/2013;CONTRATO;71208516000174;ALGAR TELECOM S/A;171;LOCAL;08062253000100;CAMBRIDGE TELECOMUNICACOES LTDA;171;LDI;417;28/01/2014;29/01/2014;Classe: I.
53500.028933/2013-10;16/12/2013;CONTRATO;71208516000174;ALGAR TELECOM S/A;171;LOCAL;08062253000100;CAMBRIDGE TELECOMUNICACOES LTDA;171;LDN;417;28/01/2014;29/01/2014;Classe: I.
53500.028933/2013-10;16/12/2013;CONTRATO;71208516000174;ALGAR TELECOM S/A;171;LOCAL;08062253000100;CAMBRIDGE TELECOMUNICACOES LTDA;171;LOCAL;417;28/01/2014;29/01/2014;Classe: I.
53508.000093/2004-60;16/12/2013;ADITIVO;02421421000111;TIM S A;171;LDI;01371416000189;SERCOMTEL S/A TELECOMUNICACOES;010;;-1;12/02/2014;12/02/2014;Classe: II.
53508.000093/2004-60;16/12/2013;ADITIVO;02421421000111;TIM S A;171;LDN;01371416000189;SERCOMTEL S/A TELECOMUNICACOES;010;;-1;12/02/2014;12/02/2014;Classe: II.
53508.000093/2004-60;16/12/2013;ADITIVO;02421421000111;TIM S A;171;LOCAL;01371416000189;SERCOMTEL S/A TELECOMUNICACOES;010;;-1;12/02/2014;12/02/2014;Classe: II.
53500.029320/2013-08;19/12/2013;CONTRATO;40432544000147;CLARO S.A.;010;;09177971000186;AUE PROVEDOR DE INTERNET LTDA;171;LDI;2513;23/05/2014;26/05/2014;Classe: II.
53500.029320/2013-08;19/12/2013;CONTRATO;40432544000147;CLARO S.A.;010;;09177971000186;AUE PROVEDOR DE INTERNET LTDA;171;LDN;2513;23/05/2014;26/05/2014;Classe: II.
53500.029320/2013-08;19/12/2013;CONTRATO;40432544000147;CLARO S.A.;010;;09177971000186;AUE PROVEDOR DE INTERNET LTDA;171;LOCAL;2513;23/05/2014;26/05/2014;Classe: II.
53500.029322/2013-99;19/12/2013;CONTRATO;40432544000147;CLARO S.A.;010;;01102038000138;MARCELO MOREIRA DIONISIO GOIÁS TELECOMUNICAÇÕES ME;171;LDI;2511;23/05/2014;26/05/2014;Classe: II.
53500.029322/2013-99;19/12/2013;CONTRATO;40432544000147;CLARO S.A.;010;;01102038000138;MARCELO MOREIRA DIONISIO GOIÁS TELECOMUNICAÇÕES ME;171;LDN;2511;23/05/2014;26/05/2014;Classe: II.
53500.029322/2013-99;19/12/2013;CONTRATO;40432544000147;CLARO S.A.;010;;01102038000138;MARCELO MOREIRA DIONISIO GOIÁS TELECOMUNICAÇÕES ME;171;LOCAL;2511;23/05/2014;26/05/2014;Classe: II.
53500.029317/2013-86;19/12/2013;CONTRATO;40432544000147;CLARO S.A.;010;;03197023000126;Universal Telecom Ltda;171;LDI;3804;28/07/2014;29/07/2014;Classe: II.
53500.029317/2013-86;19/12/2013;CONTRATO;40432544000147;CLARO S.A.;010;;03197023000126;Universal Telecom Ltda;171;LDN;3804;28/07/2014;29/07/2014;Classe: II.
53500.029317/2013-86;19/12/2013;CONTRATO;40432544000147;CLARO S.A.;010;;03197023000126;Universal Telecom Ltda;171;LOCAL;3804;28/07/2014;29/07/2014;Classe: II.
53500.010424/2011-79;03/01/2014;ADITIVO;04206050000180;TIM CELULAR S.A.;171;LOCAL;01371416000189;SERCOMTEL S/A TELECOMUNICACOES;171;LOCAL;-1;04/02/2014;04/02/2014;Classe: I.
53500.001065/2014-10;03/01/2014;CONTRATO;04206050000180;TIM CELULAR S.A.;171;LOCAL;66624776000190;ORANGE BUSINESS SERVICES BRASIL LTDA.;171;LOCAL;680;10/02/2014;12/02/2014;Classe: I.
53500.001063/2014-12;07/01/2014;CONTRATO;03420926000124;GLOBAL VILLAGE TELECOM LTDA;171;LDI;07236167000103;TRI TELECOM LTDA - EPP;171;LDI;456;29/01/2014;30/01/2014;Classe: I.
53500.001063/2014-12;07/01/2014;CONTRATO;03420926000124;GLOBAL VILLAGE TELECOM LTDA;171;LDI;07236167000103;TRI TELECOM LTDA - EPP;171;LDN;456;29/01/2014;30/01/2014;Classe: I.
53500.001063/2014-12;07/01/2014;CONTRATO;03420926000124;GLOBAL VILLAGE TELECOM LTDA;171;LDI;07236167000103;TRI TELECOM LTDA - EPP;171;LOCAL;456;29/01/2014;30/01/2014;Classe: I.
53500.001063/2014-12;07/01/2014;CONTRATO;03420926000124;GLOBAL VILLAGE TELECOM LTDA;171;LDN;07236167000103;TRI TELECOM LTDA - EPP;171;LDI;456;29/01/2014;30/01/2014;Classe: I.
53500.001063/2014-12;07/01/2014;CONTRATO;03420926000124;GLOBAL VILLAGE TELECOM LTDA;171;LDN;07236167000103;TRI TELECOM LTDA - EPP;171;LDN;456;29/01/2014;30/01/2014;Classe: I.
53500.001063/2014-12;07/01/2014;CONTRATO;03420926000124;GLOBAL VILLAGE TELECOM LTDA;171;LDN;07236167000103;TRI TELECOM LTDA - EPP;171;LOCAL;456;29/01/2014;30/01/2014;Classe: I.
53500.001063/2014-12;07/01/2014;CONTRATO;03420926000124;GLOBAL VILLAGE TELECOM LTDA;171;LOCAL;07236167000103;TRI TELECOM LTDA - EPP;171;LDI;456;29/01/2014;30/01/2014;Classe: I.
53500.001063/2014-12;07/01/2014;CONTRATO;03420926000124;GLOBAL VILLAGE TELECOM LTDA;171;LOCAL;07236167000103;TRI TELECOM LTDA - EPP;171;LDN;456;29/01/2014;30/01/2014;Classe: I.
53500.001063/2014-12;07/01/2014;CONTRATO;03420926000124;GLOBAL VILLAGE TELECOM LTDA;171;LOCAL;07236167000103;TRI TELECOM LTDA - EPP;171;LOCAL;456;29/01/2014;30/01/2014;Classe: I.
53500.001064/2014-67;07/01/2014;CONTRATO;03420926000124;GLOBAL VILLAGE TELECOM LTDA;171;LDI;03197023000126;Universal Telecom Ltda;171;LDI;453;29/01/2014;30/01/2014;Classe: I.
53500.001064/2014-67;07/01/2014;CONTRATO;03420926000124;GLOBAL VILLAGE TELECOM LTDA;171;LDI;03197023000126;Universal Telecom Ltda;171;LDN;453;29/01/2014;30/01/2014;Classe: I.
53500.001064/2014-67;07/01/2014;CONTRATO;03420926000124;GLOBAL VILLAGE TELECOM LTDA;171;LDI;03197023000126;Universal Telecom Ltda;171;LOCAL;453;29/01/2014;30/01/2014;Classe: I.
53500.001064/2014-67;07/01/2014;CONTRATO;03420926000124;GLOBAL VILLAGE TELECOM LTDA;171;LDN;03197023000126;Universal Telecom Ltda;171;LDI;453;29/01/2014;30/01/2014;Classe: I.
53500.001064/2014-67;07/01/2014;CONTRATO;03420926000124;GLOBAL VILLAGE TELECOM LTDA;171;LDN;03197023000126;Universal Telecom Ltda;171;LDN;453;29/01/2014;30/01/2014;Classe: I.
53500.001064/2014-67;07/01/2014;CONTRATO;03420926000124;GLOBAL VILLAGE TELECOM LTDA;171;LDN;03197023000126;Universal Telecom Ltda;171;LOCAL;453;29/01/2014;30/01/2014;Classe: I.
53500.001064/2014-67;07/01/2014;CONTRATO;03420926000124;GLOBAL VILLAGE TELECOM LTDA;171;LOCAL;03197023000126;Universal Telecom Ltda;171;LDI;453;29/01/2014;30/01/2014;Classe: I.
53500.001064/2014-67;07/01/2014;CONTRATO;03420926000124;GLOBAL VILLAGE TELECOM LTDA;171;LOCAL;03197023000126;Universal Telecom Ltda;171;LDN;453;29/01/2014;30/01/2014;Classe: I.
53500.001064/2014-67;07/01/2014;CONTRATO;03420926000124;GLOBAL VILLAGE TELECOM LTDA;171;LOCAL;03197023000126;Universal Telecom Ltda;171;LOCAL;453;29/01/2014;30/01/2014;Classe: I.
53500.001062/2014-78;07/01/2014;CONTRATO;03420926000124;GLOBAL VILLAGE TELECOM LTDA;171;LDI;66624776000190;ORANGE BUSINESS SERVICES BRASIL LTDA.;171;LDI;455;29/01/2014;31/01/2014;Classe: I.
53500.001062/2014-78;07/01/2014;CONTRATO;03420926000124;GLOBAL VILLAGE TELECOM LTDA;171;LDI;66624776000190;ORANGE BUSINESS SERVICES BRASIL LTDA.;171;LDN;455;29/01/2014;31/01/2014;Classe: I.
53500.001062/2014-78;07/01/2014;CONTRATO;03420926000124;GLOBAL VILLAGE TELECOM LTDA;171;LDI;66624776000190;ORANGE BUSINESS SERVICES BRASIL LTDA.;171;LOCAL;455;29/01/2014;31/01/2014;Classe: I.
53500.001062/2014-78;07/01/2014;CONTRATO;03420926000124;GLOBAL VILLAGE TELECOM LTDA;171;LDN;66624776000190;ORANGE BUSINESS SERVICES BRASIL LTDA.;171;LDI;455;29/01/2014;31/01/2014;Classe: I.
53500.001062/2014-78;07/01/2014;CONTRATO;03420926000124;GLOBAL VILLAGE TELECOM LTDA;171;LDN;66624776000190;ORANGE BUSINESS SERVICES BRASIL LTDA.;171;LDN;455;29/01/2014;31/01/2014;Classe: I.
53500.001062/2014-78;07/01/2014;CONTRATO;03420926000124;GLOBAL VILLAGE TELECOM LTDA;171;LDN;66624776000190;ORANGE BUSINESS SERVICES BRASIL LTDA.;171;LOCAL;455;29/01/2014;31/01/2014;Classe: I.
53500.001062/2014-78;07/01/2014;CONTRATO;03420926000124;GLOBAL VILLAGE TELECOM LTDA;171;LOCAL;66624776000190;ORANGE BUSINESS SERVICES BRASIL LTDA.;171;LDI;455;29/01/2014;31/01/2014;Classe: I.
53500.001062/2014-78;07/01/2014;CONTRATO;03420926000124;GLOBAL VILLAGE TELECOM LTDA;171;LOCAL;66624776000190;ORANGE BUSINESS SERVICES BRASIL LTDA.;171;LDN;455;29/01/2014;31/01/2014;Classe: I.
53500.001062/2014-78;07/01/2014;CONTRATO;03420926000124;GLOBAL VILLAGE TELECOM LTDA;171;LOCAL;66624776000190;ORANGE BUSINESS SERVICES BRASIL LTDA.;171;LOCAL;455;29/01/2014;31/01/2014;Classe: I.
53500.001073/2014-58;07/01/2014;CONTRATO;03420926000124;GLOBAL VILLAGE TELECOM LTDA;171;LDI;00545482000165;NETWORLD TELECOMUNICAÇÕES DO BRASIL LTDA;171;LDI;458;29/01/2014;31/01/2014;Classe: I.
53500.001073/2014-58;07/01/2014;CONTRATO;03420926000124;GLOBAL VILLAGE TELECOM LTDA;171;LDI;00545482000165;NETWORLD TELECOMUNICAÇÕES DO BRASIL LTDA;171;LDN;458;29/01/2014;31/01/2014;Classe: I.
53500.001073/2014-58;07/01/2014;CONTRATO;03420926000124;GLOBAL VILLAGE TELECOM LTDA;171;LDI;00545482000165;NETWORLD TELECOMUNICAÇÕES DO BRASIL LTDA;171;LOCAL;458;29/01/2014;31/01/2014;Classe: I.
53500.001073/2014-58;07/01/2014;CONTRATO;03420926000124;GLOBAL VILLAGE TELECOM LTDA;171;LDN;00545482000165;NETWORLD TELECOMUNICAÇÕES DO BRASIL LTDA;171;LDI;458;29/01/2014;31/01/2014;Classe: I.
53500.001073/2014-58;07/01/2014;CONTRATO;03420926000124;GLOBAL VILLAGE TELECOM LTDA;171;LDN;00545482000165;NETWORLD TELECOMUNICAÇÕES DO BRASIL LTDA;171;LDN;458;29/01/2014;31/01/2014;Classe: I.
53500.001073/2014-58;07/01/2014;CONTRATO;03420926000124;GLOBAL VILLAGE TELECOM LTDA;171;LDN;00545482000165;NETWORLD TELECOMUNICAÇÕES DO BRASIL LTDA;171;LOCAL;458;29/01/2014;31/01/2014;Classe: I.
53500.001073/2014-58;07/01/2014;CONTRATO;03420926000124;GLOBAL VILLAGE TELECOM LTDA;171;LOCAL;00545482000165;NETWORLD TELECOMUNICAÇÕES DO BRASIL LTDA;171;LDI;458;29/01/2014;31/01/2014;Classe: I.
53500.001073/2014-58;07/01/2014;CONTRATO;03420926000124;GLOBAL VILLAGE TELECOM LTDA;171;LOCAL;00545482000165;NETWORLD TELECOMUNICAÇÕES DO BRASIL LTDA;171;LDN;458;29/01/2014;31/01/2014;Classe: I.
53500.001073/2014-58;07/01/2014;CONTRATO;03420926000124;GLOBAL VILLAGE TELECOM LTDA;171;LOCAL;00545482000165;NETWORLD TELECOMUNICAÇÕES DO BRASIL LTDA;171;LOCAL;458;29/01/2014;31/01/2014;Classe: I.
53500.001061/2014-23;07/01/2014;CONTRATO;40432544000147;CLARO S.A.;010;;10442435000140;Ligue Móvel S.A;171;LDI;3801;28/07/2014;29/07/2014;Classe: II.
53500.001061/2014-23;07/01/2014;CONTRATO;40432544000147;CLARO S.A.;010;;10442435000140;Ligue Móvel S.A;171;LDN;3801;28/07/2014;29/07/2014;Classe: II.
53500.001061/2014-23;07/01/2014;CONTRATO;40432544000147;CLARO S.A.;010;;10442435000140;Ligue Móvel S.A;171;LOCAL;3801;28/07/2014;29/07/2014;Classe: II.
53500.001060/2014-89;08/01/2014;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LDI;01102038000138;MARCELO MOREIRA DIONISIO GOIÁS TELECOMUNICAÇÕES ME;171;LDI;2618;02/06/2014;03/06/2014;Classe: I.
53500.001060/2014-89;08/01/2014;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LDI;01102038000138;MARCELO MOREIRA DIONISIO GOIÁS TELECOMUNICAÇÕES ME;171;LDN;2618;02/06/2014;03/06/2014;Classe: I.
53500.001060/2014-89;08/01/2014;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LDI;01102038000138;MARCELO MOREIRA DIONISIO GOIÁS TELECOMUNICAÇÕES ME;171;LOCAL;2618;02/06/2014;03/06/2014;Classe: I.
53500.001060/2014-89;08/01/2014;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LDN;01102038000138;MARCELO MOREIRA DIONISIO GOIÁS TELECOMUNICAÇÕES ME;171;LDI;2618;02/06/2014;03/06/2014;Classe: I.
53500.001060/2014-89;08/01/2014;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LDN;01102038000138;MARCELO MOREIRA DIONISIO GOIÁS TELECOMUNICAÇÕES ME;171;LDN;2618;02/06/2014;03/06/2014;Classe: I.
53500.001060/2014-89;08/01/2014;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LDN;01102038000138;MARCELO MOREIRA DIONISIO GOIÁS TELECOMUNICAÇÕES ME;171;LOCAL;2618;02/06/2014;03/06/2014;Classe: I.
53500.001060/2014-89;08/01/2014;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LOCAL;01102038000138;MARCELO MOREIRA DIONISIO GOIÁS TELECOMUNICAÇÕES ME;171;LDI;2618;02/06/2014;03/06/2014;Classe: I.
53500.001060/2014-89;08/01/2014;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LOCAL;01102038000138;MARCELO MOREIRA DIONISIO GOIÁS TELECOMUNICAÇÕES ME;171;LDN;2618;02/06/2014;03/06/2014;Classe: I.
53500.001060/2014-89;08/01/2014;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LOCAL;01102038000138;MARCELO MOREIRA DIONISIO GOIÁS TELECOMUNICAÇÕES ME;171;LOCAL;2618;02/06/2014;03/06/2014;Classe: I.
